Geneid	SRR10440857	SRR10440859	SRR10440860	SRR10440861	SRR11357867	SRR11357868	SRR11357869	SRR11357870
ENSG00000283933.1	0	0	0	0	0	0	0	0
ENSG00000283935.1	0	0	0	0	0	0	0	0
ENSG00000283936.1	0	0	0	0	0	0	0	0
ENSG00000283938.1	0	0	0	0	0	0	0	0
ENSG00000283940.1	0	0	0	0	0	0	0	0
ENSG00000283941.1	0	0	0	0	0	0	0	0
ENSG00000283944.1	0	0	0	0	0	0	0	0
ENSG00000283945.2	0	0	0	0	0	0	0	1
ENSG00000283948.1	0	1	0	0	0	0	0	0
ENSG00000283950.1	0	0	0	0	0	0	0	0
ENSG00000283952.1	0	0	0	0	0	0	0	0
ENSG00000283956.1	0	0	0	0	0	0	0	0
ENSG00000283958.1	0	0	0	0	0	0	0	0
ENSG00000283959.3	20	29	30	20	32	62	17	68
ENSG00000283967.1	0	0	0	0	0	0	0	0
ENSG00000283969.1	0	1	0	0	0	0	0	2
ENSG00000283971.1	0	0	0	0	0	0	0	0
ENSG00000283972.2	0	0	0	0	0	0	0	0
ENSG00000283973.3	1	2	2	2	0	1	0	1
ENSG00000283977.1	0	3	0	0	0	0	0	0
ENSG00000283978.1	2	0	0	0	0	0	0	0
ENSG00000283980.1	0	0	0	0	0	2	0	3
ENSG00000283982.2	20	3	0	3	3	0	2	0
ENSG00000283988.1	0	0	0	0	0	0	0	0
ENSG00000283990.1	0	0	0	0	0	0	0	0
ENSG00000283991.2	4	0	0	0	0	0	0	1
ENSG00000283992.2	0	0	0	0	0	0	0	1
ENSG00000283994.1	0	12	0	0	5	27	2	13
ENSG00000283998.1	0	0	0	0	0	0	0	0
ENSG00000283999.2	0	839	2	3	0	0	0	0
ENSG00000284000.1	0	0	0	0	0	0	0	0
ENSG00000284003.1	0	0	0	0	0	0	0	0
ENSG00000284005.1	0	0	0	0	0	0	0	0
ENSG00000284008.1	0	0	0	0	0	0	0	0
ENSG00000284010.1	0	0	0	0	0	0	0	0
ENSG00000284011.1	0	0	0	0	0	0	0	0
ENSG00000284012.1	0	0	0	0	0	0	0	0
ENSG00000284015.1	0	0	0	0	0	0	0	0
ENSG00000284018.2	0	0	0	0	0	0	0	0
ENSG00000284020.1	0	0	0	0	0	0	0	0
ENSG00000284024.4	294	478	672	506	476	398	345	333
ENSG00000284027.1	0	0	0	0	0	0	0	0
ENSG00000284028.1	0	0	0	0	0	0	0	0
ENSG00000284029.1	0	0	0	0	0	0	0	0
ENSG00000284031.1	0	0	0	0	0	0	0	0
ENSG00000284032.1	0	1	0	0	0	0	0	3
ENSG00000284034.1	0	0	0	1	0	0	0	0
ENSG00000284035.1	0	0	0	1	0	2	0	3
ENSG00000284038.1	0	0	0	0	0	0	0	0
ENSG00000284040.1	0	0	0	0	0	0	0	0
ENSG00000284042.1	0	0	0	0	0	0	0	0
ENSG00000284043.1	0	0	0	0	0	0	0	0
ENSG00000284047.1	0	0	0	0	0	0	0	0
ENSG00000284048.2	0	0	0	0	0	0	0	0
ENSG00000284049.1	0	0	0	0	0	0	0	0
ENSG00000284052.2	15	36	7	21	71	88	37	40
ENSG00000284054.1	0	0	0	0	0	0	0	0
ENSG00000284055.1	0	0	0	0	0	0	0	0
ENSG00000284057.1	0	0	0	0	0	0	0	0
ENSG00000284059.1	0	0	0	0	0	2	0	4
ENSG00000284060.1	0	0	0	0	0	0	0	0
ENSG00000284062.1	0	0	0	0	0	0	0	0
ENSG00000284064.1	0	0	0	0	0	0	0	0
ENSG00000284065.1	0	0	0	0	0	0	0	0
ENSG00000284067.1	0	0	0	0	0	0	0	0
ENSG00000284070.1	18	40	10	15	23	46	9	36
ENSG00000284071.1	0	0	0	0	0	0	0	0
ENSG00000284074.1	0	0	0	0	0	0	0	0
ENSG00000284078.1	0	0	0	0	0	0	0	0
ENSG00000284079.1	0	0	0	0	0	0	0	0
ENSG00000284081.1	0	0	0	0	0	0	0	0
ENSG00000284082.1	0	0	0	0	0	0	0	0
ENSG00000284084.2	0	1	1	0	0	10	0	6
ENSG00000284085.1	0	0	0	0	0	0	0	0
ENSG00000284087.1	0	0	0	0	0	0	0	0
ENSG00000284092.1	0	0	0	0	0	0	1	3
ENSG00000284094.1	0	0	0	0	0	0	0	0
ENSG00000284095.1	13	8	1	0	2	2	0	2
ENSG00000284098.1	0	0	0	0	0	0	0	0
ENSG00000284107.1	0	0	0	0	0	0	0	0
ENSG00000284108.1	0	0	0	0	0	0	0	0
ENSG00000284112.1	0	0	0	0	0	0	0	0
ENSG00000284114.1	0	0	0	0	0	0	0	0
ENSG00000284116.2	73	454	33	11	63	218	55	29
ENSG00000284117.1	0	0	0	0	0	0	0	0
ENSG00000284118.1	0	0	0	0	0	0	0	0
ENSG00000284121.1	0	0	0	0	0	0	0	0
ENSG00000284122.1	0	0	0	0	0	0	0	0
ENSG00000284125.1	0	0	0	0	0	0	0	0
ENSG00000284128.2	0	0	0	0	0	0	0	0
ENSG00000284129.1	0	0	0	0	0	0	0	0
ENSG00000284130.2	2	3	7	0	5	25	6	8
ENSG00000284134.1	0	0	0	0	0	0	0	0
ENSG00000284135.1	0	0	0	0	0	0	0	0
ENSG00000284138.1	3	0	2	0	0	0	0	0
ENSG00000284139.1	0	0	0	0	0	0	0	0
ENSG00000284140.1	0	0	0	0	0	0	0	0
ENSG00000284142.1	0	0	0	0	0	0	0	0
ENSG00000284143.1	0	0	0	0	0	0	0	0
ENSG00000284144.1	0	0	0	0	0	0	0	0
ENSG00000284146.1	0	0	0	0	0	0	0	0
ENSG00000284147.1	0	0	0	0	0	0	0	0
ENSG00000284148.1	0	0	0	0	0	0	0	0
ENSG00000284149.1	0	0	0	0	0	0	0	0
ENSG00000284152.1	0	0	0	0	0	0	0	0
ENSG00000284154.1	9	9	5	2	1	6	2	0
ENSG00000284155.1	0	0	0	0	0	0	0	0
ENSG00000284157.1	0	0	0	0	0	0	0	0
ENSG00000284158.1	2	0	0	0	0	2	0	3
ENSG00000284159.1	0	0	0	0	0	0	0	0
ENSG00000284160.1	0	0	0	0	0	0	0	0
ENSG00000284162.1	0	0	0	0	0	0	0	0
ENSG00000284163.1	0	0	0	0	0	0	0	0
ENSG00000284167.1	0	0	0	0	0	1	0	0
ENSG00000284171.1	0	0	0	0	0	0	0	0
ENSG00000284172.1	0	0	0	0	0	0	0	0
ENSG00000284173.1	0	0	0	0	0	0	0	0
ENSG00000284175.1	0	0	0	0	0	0	0	0
ENSG00000284176.1	0	0	0	0	0	0	0	0
ENSG00000284179.1	0	0	0	0	0	0	0	0
ENSG00000284180.1	0	0	0	0	0	0	0	0
ENSG00000284182.1	0	0	0	0	0	0	0	0
ENSG00000284184.1	0	0	0	0	0	0	0	0
ENSG00000284185.1	0	0	0	0	0	0	0	0
ENSG00000284186.1	0	0	0	0	0	0	0	0
ENSG00000284188.3	3	1	0	2	2	7	1	6
ENSG00000284190.1	0	0	0	0	0	0	0	0
ENSG00000284191.1	0	0	0	0	0	0	0	0
ENSG00000284193.1	0	0	0	0	0	0	0	0
ENSG00000284194.3	153	70	57	100	180	63	135	264
ENSG00000284195.1	0	0	0	0	0	0	0	0
ENSG00000284196.4	0	0	4	2	0	0	3	3
ENSG00000284197.1	0	0	0	2	0	1	0	0
ENSG00000284200.1	0	0	0	0	0	0	0	0
ENSG00000284202.1	0	0	0	0	0	0	0	0
ENSG00000284203.1	0	0	0	0	0	0	0	0
ENSG00000284204.1	0	0	0	0	0	0	0	0
ENSG00000284209.3	0	0	0	0	0	0	0	0
ENSG00000284214.1	0	0	0	0	0	0	0	0
ENSG00000284216.1	0	0	0	0	0	0	0	0
ENSG00000284219.1	0	0	0	0	0	0	0	0
ENSG00000284221.1	0	0	0	0	0	0	0	0
ENSG00000284224.1	0	0	0	0	0	0	0	0
ENSG00000284229.1	0	0	0	0	0	0	0	0
ENSG00000284231.1	0	0	0	0	0	0	0	0
ENSG00000284233.1	0	0	0	0	0	0	0	0
ENSG00000284234.1	0	0	0	0	0	0	0	0
ENSG00000284237.2	14	165	11	9	69	219	20	61
ENSG00000284239.1	0	0	0	0	0	0	0	0
ENSG00000284240.2	0	0	0	0	8	3	4	1
ENSG00000284242.1	0	0	0	0	0	0	0	0
ENSG00000284246.1	0	0	0	0	0	0	0	0
ENSG00000284247.1	0	0	0	0	0	0	0	0
ENSG00000284250.1	0	0	0	0	0	0	0	0
ENSG00000284251.1	0	0	0	0	0	0	0	0
ENSG00000284252.1	0	0	0	0	0	0	0	0
ENSG00000284253.1	0	0	0	0	0	0	0	0
ENSG00000284256.1	0	0	0	0	0	0	0	0
ENSG00000284258.1	0	0	0	0	0	0	0	0
ENSG00000284259.1	0	0	0	0	0	0	0	0
ENSG00000284261.1	0	0	0	0	0	0	0	0
ENSG00000284263.1	0	0	0	0	0	0	0	0
ENSG00000284265.1	0	0	0	0	0	0	0	0
ENSG00000284266.1	0	1	0	0	3	0	0	0
ENSG00000284268.1	0	0	0	0	0	0	0	0
ENSG00000284269.1	0	0	0	0	0	0	0	0
ENSG00000284272.1	0	0	0	0	0	0	0	0
ENSG00000284276.1	0	0	0	0	0	0	0	0
ENSG00000284277.1	0	0	0	0	0	0	0	0
ENSG00000284280.1	0	0	0	0	0	0	0	0
ENSG00000284283.1	0	0	0	0	0	0	0	0
ENSG00000284284.1	0	0	0	0	0	0	0	0
ENSG00000284286.1	0	0	0	0	4	4	2	2
ENSG00000284288.1	0	0	0	0	0	0	0	0
ENSG00000284289.1	0	0	0	0	0	0	0	0
ENSG00000284291.1	0	0	0	0	0	0	0	0
ENSG00000284292.1	1	1	4	0	1	4	0	3
ENSG00000284293.1	0	0	0	0	0	0	0	0
ENSG00000284294.3	1	1038	18	39	8	7	1	3
ENSG00000284300.1	0	0	0	0	0	0	0	0
ENSG00000284305.1	0	0	0	0	0	0	0	0
ENSG00000284306.2	0	0	0	0	0	0	0	0
ENSG00000284308.2	23	35	10	5	10	29	40	10
ENSG00000284309.1	4	1	0	0	1	1	0	0
ENSG00000284310.1	0	0	0	0	0	0	0	0
ENSG00000284311.1	0	0	0	0	0	0	0	0
ENSG00000284317.1	0	0	0	0	0	0	0	0
ENSG00000284321.1	0	0	0	0	0	0	0	0
ENSG00000284324.1	0	0	0	0	0	0	0	0
ENSG00000284325.1	0	0	0	0	0	0	0	0
ENSG00000284327.1	0	0	0	0	0	0	0	0
ENSG00000284328.1	0	0	0	0	0	0	0	0
ENSG00000284329.1	0	0	0	0	0	0	0	0
ENSG00000284331.1	0	0	0	0	0	0	0	0
ENSG00000284332.1	0	0	0	0	0	0	0	0
ENSG00000284334.1	0	0	0	0	0	0	0	0
ENSG00000284336.1	0	0	0	0	0	0	0	0
ENSG00000284337.1	0	0	0	0	0	0	0	0
ENSG00000284341.1	0	0	0	0	0	0	0	1
ENSG00000284343.1	0	0	0	0	0	0	0	0
ENSG00000284344.1	0	0	0	0	0	0	0	0
ENSG00000284346.1	0	0	0	0	0	0	0	0
ENSG00000284351.1	0	0	0	0	0	0	0	0
ENSG00000284353.1	0	0	0	0	0	0	0	0
ENSG00000284356.1	0	0	0	0	0	0	0	0
ENSG00000284357.1	0	0	0	0	0	0	0	0
ENSG00000284360.1	0	0	0	0	0	0	0	0
ENSG00000284361.1	0	0	0	0	0	0	0	0
ENSG00000284362.1	0	0	0	0	0	0	0	0
ENSG00000284363.1	0	0	0	0	0	0	0	0
ENSG00000284364.1	0	0	0	0	0	0	0	0
ENSG00000284368.1	0	0	0	0	0	0	0	0
ENSG00000284370.1	0	0	0	0	0	0	0	0
ENSG00000284372.1	0	0	0	0	0	0	0	0
ENSG00000284373.1	0	0	0	0	0	0	0	0
ENSG00000284375.1	0	0	0	0	0	0	0	0
ENSG00000284376.1	0	0	0	0	0	0	0	0
ENSG00000284377.3	2	0	0	1	0	0	0	0
ENSG00000284378.1	0	0	0	0	0	0	0	0
ENSG00000284380.1	0	0	0	0	0	0	0	0
ENSG00000284385.1	0	0	0	0	0	0	0	0
ENSG00000284386.1	0	0	0	0	0	0	0	0
ENSG00000284387.1	0	0	0	0	0	0	0	0
ENSG00000284388.1	0	0	0	0	0	0	0	0
ENSG00000284391.2	5	0	2	3	12	18	0	3
ENSG00000284393.1	0	0	0	0	0	0	0	0
ENSG00000284394.1	0	0	0	0	0	0	0	0
ENSG00000284395.2	4	102	4	0	0	4	36	7
ENSG00000284399.1	0	0	0	0	0	0	0	0
ENSG00000284402.1	0	0	0	0	0	0	0	0
ENSG00000284407.1	0	0	0	0	0	0	1	0
ENSG00000284410.1	0	0	0	0	0	0	0	0
ENSG00000284411.1	0	0	0	0	0	0	0	0
ENSG00000284412.1	0	0	0	0	0	0	0	0
ENSG00000284415.1	0	0	0	0	0	0	0	0
ENSG00000284416.1	0	0	0	0	0	0	0	0
ENSG00000284418.4	5	80	0	5	0	0	1	4
ENSG00000284419.1	0	0	0	0	0	0	0	0
ENSG00000284421.1	0	0	0	0	0	0	0	0
ENSG00000284424.1	0	0	0	0	0	0	0	0
ENSG00000284425.1	0	0	0	0	0	0	0	0
ENSG00000284427.1	0	0	0	0	0	0	0	0
ENSG00000284428.1	49	56	19	34	76	119	61	91
ENSG00000284430.2	8	3	9	5	1	15	1	2
ENSG00000284431.1	2	6	6	3	0	2	0	5
ENSG00000284433.1	0	0	0	0	0	0	0	0
ENSG00000284435.1	0	0	0	0	0	0	0	0
ENSG00000284436.1	0	0	0	0	0	0	0	0
ENSG00000284438.2	0	0	0	0	0	0	0	0
ENSG00000284439.1	0	0	0	0	0	0	0	0
ENSG00000284440.1	0	0	0	0	0	0	0	0
ENSG00000284442.1	0	0	0	0	0	0	0	0
ENSG00000284443.1	0	0	0	0	0	0	0	0
ENSG00000284446.1	0	0	0	0	0	0	0	0
ENSG00000284447.1	0	0	0	0	0	0	0	0
ENSG00000284448.1	0	0	0	0	0	0	0	0
ENSG00000284450.1	0	0	0	0	0	0	0	0
ENSG00000284452.2	0	0	0	0	0	0	0	0
ENSG00000284453.1	0	0	0	0	0	0	0	0
ENSG00000284458.1	0	0	0	0	0	0	0	0
ENSG00000284459.1	0	0	0	0	0	0	0	0
ENSG00000284461.2	0	0	0	1	0	0	0	1
ENSG00000284463.1	0	0	0	0	0	0	0	0
ENSG00000284464.1	0	0	0	0	0	0	0	0
ENSG00000284465.1	0	0	0	0	0	0	0	0
ENSG00000284469.1	0	0	0	0	0	0	0	0
ENSG00000284471.1	1	15	0	1	0	0	7	4
ENSG00000284473.1	0	0	0	0	0	0	0	0
ENSG00000284474.1	0	0	0	0	0	0	0	0
ENSG00000284479.3	7	0	2	1	40	40	26	25
ENSG00000284481.1	0	0	0	0	0	0	0	0
ENSG00000284482.1	0	0	0	0	0	0	0	0
ENSG00000284484.1	3	4	0	3	0	5	0	1
ENSG00000284485.1	0	0	0	0	0	0	0	0
ENSG00000284488.1	0	0	0	0	0	0	0	0
ENSG00000284489.1	0	0	0	0	0	0	0	0
ENSG00000284490.1	0	0	1	0	2	0	1	0
ENSG00000284491.3	0	5	9	1	0	0	2	0
ENSG00000284498.1	1	0	1	0	0	0	0	0
ENSG00000284499.1	0	0	0	0	0	0	0	0
ENSG00000284500.4	0	0	0	0	0	0	0	0
ENSG00000284503.1	0	0	0	0	0	0	0	0
ENSG00000284505.1	9	0	7	0	1	5	6	6
ENSG00000284508.1	0	0	0	0	0	0	0	0
ENSG00000284512.1	3	10	0	2	6	4	1	7
ENSG00000284513.2	0	0	0	0	0	0	0	0
ENSG00000284516.2	0	0	0	0	0	0	3	3
ENSG00000284517.1	0	0	0	0	0	0	0	0
ENSG00000284518.1	0	0	0	0	0	0	0	0
ENSG00000284519.1	0	0	0	0	0	0	0	0
ENSG00000284520.1	0	0	0	0	0	0	0	0
ENSG00000284522.1	0	0	0	0	0	0	0	1
ENSG00000284523.3	25	5	6	4	3	10	5	10
ENSG00000284525.1	0	0	0	0	0	0	0	0
ENSG00000284526.3	51	24	4	2	10	20	7	17
ENSG00000284532.1	0	0	0	0	0	0	0	0
ENSG00000284535.1	0	0	0	0	0	0	0	0
ENSG00000284536.1	0	0	0	0	0	0	0	0
ENSG00000284538.1	0	0	0	0	0	0	0	0
ENSG00000284540.1	2	0	1	0	0	2	0	2
ENSG00000284541.1	0	0	0	0	0	0	0	0
ENSG00000284542.1	0	0	0	0	0	0	0	0
ENSG00000284543.2	139	89	93	11	3	4	3	18
ENSG00000284544.1	0	0	0	0	0	0	0	0
ENSG00000284546.2	0	0	0	0	0	0	0	0
ENSG00000284547.1	0	0	0	0	0	0	0	0
ENSG00000284550.1	0	0	0	0	0	0	0	0
ENSG00000284553.1	0	0	0	0	0	0	0	0
ENSG00000284554.2	0	0	0	0	0	0	0	0
ENSG00000284557.1	0	0	0	0	0	0	0	0
ENSG00000284558.1	0	0	0	0	0	0	0	0
ENSG00000284564.1	0	0	0	0	0	0	0	0
ENSG00000284565.1	0	0	0	0	0	0	0	0
ENSG00000284567.1	0	0	0	0	0	0	0	0
ENSG00000284568.1	0	0	0	0	0	0	0	0
ENSG00000284570.1	0	0	0	0	0	0	0	0
ENSG00000284572.1	0	0	0	0	0	0	0	0
ENSG00000284574.1	0	0	0	0	0	0	0	0
ENSG00000284575.1	2	0	0	0	0	0	0	0
ENSG00000284583.1	0	0	0	0	0	0	0	0
ENSG00000284584.1	0	0	0	0	0	0	0	0
ENSG00000284585.1	0	0	0	0	0	0	0	0
ENSG00000284586.1	0	0	0	0	0	0	0	0
ENSG00000284587.1	0	0	0	0	0	0	0	0
ENSG00000284591.1	0	0	0	0	0	0	0	0
ENSG00000284592.2	0	0	0	0	0	0	0	0
ENSG00000284594.1	0	0	0	0	0	0	0	1
ENSG00000284595.1	0	0	0	0	0	0	0	0
ENSG00000284596.1	0	0	0	0	0	0	0	0
ENSG00000284600.2	0	0	0	0	4	1	0	0
ENSG00000284601.2	0	0	2	0	0	0	0	1
ENSG00000284603.1	0	0	0	0	0	0	0	0
ENSG00000284604.2	0	0	0	0	0	0	0	0
ENSG00000284605.1	0	0	0	0	0	0	0	1
ENSG00000284606.2	10	58	5	28	61	71	16	92
ENSG00000284607.1	6	4	0	0	0	0	0	0
ENSG00000284608.1	0	0	0	0	0	0	0	0
ENSG00000284609.2	0	0	0	0	0	0	0	0
ENSG00000284610.2	0	0	0	0	0	0	0	0
ENSG00000284611.1	0	0	0	0	0	0	0	0
ENSG00000284612.3	0	0	0	0	0	0	0	0
ENSG00000284613.1	0	0	0	0	0	0	0	0
ENSG00000284614.1	0	0	0	0	0	0	0	0
ENSG00000284615.1	9	2	57	5	1	4	8	3
ENSG00000284616.1	0	0	0	0	0	0	0	0
ENSG00000284617.1	0	0	0	0	0	0	0	0
ENSG00000284618.1	0	0	0	0	0	0	0	0
ENSG00000284619.1	0	0	0	0	0	0	0	0
ENSG00000284620.3	0	0	0	0	0	0	0	0
ENSG00000284621.1	0	0	0	0	0	0	0	0
ENSG00000284622.2	0	0	0	0	0	0	0	0
ENSG00000284623.2	0	0	0	0	0	0	0	0
ENSG00000284624.2	14	57	6	11	15	51	8	40
ENSG00000284625.1	0	0	0	0	0	0	0	0
ENSG00000284626.1	0	0	0	1	0	0	0	0
ENSG00000284627.1	0	0	0	0	0	0	0	0
ENSG00000284628.1	0	0	0	0	0	0	0	0
ENSG00000284629.1	0	0	0	0	0	0	0	0
ENSG00000284630.1	0	0	0	0	0	0	0	0
ENSG00000284631.2	1	3	0	0	0	0	0	0
ENSG00000284632.2	0	1	0	0	0	0	0	0
ENSG00000284633.3	21	12	31	9	9	56	1	23
ENSG00000284634.2	299	242	121	257	136	202	85	165
ENSG00000284635.2	0	0	0	0	0	0	0	0
ENSG00000284636.1	0	0	0	0	0	0	0	0
ENSG00000284637.1	0	0	0	0	0	1	0	0
ENSG00000284638.2	11	24	0	0	1	0	0	0
ENSG00000284639.1	0	0	0	0	0	0	0	0
ENSG00000284640.2	0	4	0	2	3	1	4	2
ENSG00000284641.1	0	0	0	0	0	0	0	1
ENSG00000284642.1	13	20	4	6	7	41	10	28
ENSG00000284643.1	0	0	0	0	0	0	0	0
ENSG00000284645.2	0	0	0	0	0	0	0	0
ENSG00000284646.2	0	0	0	0	0	5	1	1
ENSG00000284648.1	0	0	0	0	0	0	0	0
ENSG00000284649.3	0	0	0	0	0	0	0	0
ENSG00000284650.2	0	0	0	0	0	0	0	0
ENSG00000284651.1	0	0	0	0	0	0	0	0
ENSG00000284652.1	7	9	4	3	11	10	7	3
ENSG00000284653.1	0	0	0	0	0	0	0	0
ENSG00000284654.1	0	0	0	0	0	0	0	0
ENSG00000284655.1	0	0	0	0	0	0	0	0
ENSG00000284656.1	0	0	0	0	0	0	0	0
ENSG00000284657.2	5	17	8	12	16	67	3	31
ENSG00000284658.1	0	0	0	0	0	0	0	0
ENSG00000284659.1	0	0	0	0	0	0	0	0
ENSG00000284660.1	0	0	0	0	0	0	0	0
ENSG00000284661.1	0	0	0	0	0	0	0	0
ENSG00000284662.2	0	0	0	0	0	0	0	0
ENSG00000284663.1	0	0	0	0	0	0	0	0
ENSG00000284664.1	4	10	5	2	3	20	12	20
ENSG00000284665.1	0	0	0	0	0	0	0	1
ENSG00000284666.1	0	0	0	0	0	0	0	0
ENSG00000284667.1	0	0	0	0	0	0	0	0
ENSG00000284668.3	0	0	0	0	0	0	0	0
ENSG00000284669.2	19	16	28	10	289	40	92	174
ENSG00000284670.1	0	0	0	0	0	0	0	0
ENSG00000284671.1	0	0	0	0	0	0	0	0
ENSG00000284672.1	24	2	25	8	0	2	3	2
ENSG00000284673.1	0	0	0	0	0	0	0	0
ENSG00000284674.1	0	0	0	0	0	0	0	0
ENSG00000284675.2	2	2	1	1	4	9	1	1
ENSG00000284676.1	1	0	0	0	0	0	0	0
ENSG00000284677.1	0	1	0	1	0	1	0	3
ENSG00000284678.2	1	5	4	8	1	1	0	0
ENSG00000284679.1	0	0	0	0	0	0	0	0
ENSG00000284680.3	0	0	0	0	0	0	0	0
ENSG00000284682.1	0	0	0	0	0	0	0	0
ENSG00000284684.1	0	0	0	0	0	0	0	0
ENSG00000284686.1	1	6	14	5	8	13	2	4
ENSG00000284687.1	0	0	0	0	0	0	0	0
ENSG00000284688.1	0	0	0	0	0	0	0	0
ENSG00000284689.1	0	0	0	0	0	0	0	2
ENSG00000284690.3	9	11	6	2	82	73	36	63
ENSG00000284691.1	193	109	135	114	148	440	140	312
ENSG00000284692.3	0	0	0	0	0	0	0	0
ENSG00000284693.3	23	53	21	22	68	95	29	27
ENSG00000284694.1	0	0	0	0	0	0	0	0
ENSG00000284695.1	0	34	0	0	3	6	0	0
ENSG00000284696.3	0	0	0	0	0	0	0	0
ENSG00000284697.1	4	3	1	5	4	3	2	0
ENSG00000284698.1	0	0	0	0	0	0	0	0
ENSG00000284699.1	3	0	0	0	0	0	0	0
ENSG00000284701.1	0	0	1	0	0	0	0	0
ENSG00000284702.1	0	0	0	0	0	0	0	0
ENSG00000284703.2	0	0	0	0	0	0	0	0
ENSG00000284704.1	0	0	0	0	0	0	0	0
ENSG00000284705.2	0	5	0	0	1	0	0	0
ENSG00000284706.1	0	0	0	0	0	0	0	0
ENSG00000284707.3	13	47	49	167	87	131	73	241
ENSG00000284708.1	5	0	3	0	0	0	4	1
ENSG00000284709.1	1	4	0	3	2	0	0	0
ENSG00000284710.1	0	0	0	0	0	0	0	0
ENSG00000284711.1	0	0	0	0	0	0	0	0
ENSG00000284713.2	26	7	26	5	15	20	3	3
ENSG00000284715.1	0	0	0	0	0	0	0	0
ENSG00000284716.1	0	2	3	1	1	3	2	10
ENSG00000284717.1	0	1	0	0	0	0	0	0
ENSG00000284718.1	0	0	0	0	0	0	0	0
ENSG00000284719.4	54	33	28	83	8	17	2	12
ENSG00000284720.2	0	3	0	0	0	0	0	0
ENSG00000284721.1	0	0	0	0	0	0	0	0
ENSG00000284722.2	0	0	0	0	0	0	0	0
ENSG00000284723.2	0	0	0	0	0	2	2	0
ENSG00000284724.1	0	0	0	0	0	0	0	0
ENSG00000284725.1	0	0	0	0	0	1	0	0
ENSG00000284726.1	13	7	1	15	10	20	3	15
ENSG00000284727.2	0	0	0	0	0	0	0	0
ENSG00000284728.1	0	0	0	0	0	0	0	0
ENSG00000284730.2	11	5	7	5	10	19	15	8
ENSG00000284731.1	0	0	0	0	0	0	0	0
ENSG00000284732.1	0	0	0	0	0	0	0	0
ENSG00000284733.2	0	0	0	0	0	0	0	0
ENSG00000284734.2	17	11	3	12	20	36	27	13
ENSG00000284735.1	1	4	0	1	8	22	1	15
ENSG00000284736.1	0	0	0	0	0	0	0	0
ENSG00000284738.3	93	70	21	25	22	50	6	45
ENSG00000284739.2	0	0	0	0	0	0	0	0
ENSG00000284740.3	0	0	0	0	0	0	0	0
ENSG00000284742.1	0	0	0	0	0	0	0	0
ENSG00000284743.2	0	0	0	0	0	0	0	0
ENSG00000284744.1	0	0	0	0	0	2	0	0
ENSG00000284745.2	0	0	0	0	0	0	0	0
ENSG00000284746.1	0	0	0	0	0	0	0	0
ENSG00000284747.1	30	18	17	16	38	20	29	58
ENSG00000284748.2	0	0	0	0	0	1	1	2
ENSG00000284753.2	93	48	63	59	24	15	8	21
ENSG00000284762.1	0	0	0	0	0	0	0	0
ENSG00000284763.1	0	0	0	0	0	0	0	0
ENSG00000284770.2	37	138	40	51	13	96	8	47
ENSG00000284772.1	0	0	0	0	0	0	0	0
ENSG00000284773.1	38	40	16	26	37	125	8	38
ENSG00000284776.1	0	3	0	0	0	0	0	0
ENSG00000284779.3	0	0	0	0	0	0	0	0
ENSG00000284783.2	0	5	0	4	0	0	0	0
ENSG00000284788.1	0	0	0	0	0	0	0	0
ENSG00000284791.2	0	0	40	9	255	203	152	309
ENSG00000284797.2	0	1	0	0	1	0	0	0
ENSG00000284800.2	0	0	0	0	0	0	0	0
ENSG00000284803.1	0	0	0	0	0	0	0	0
ENSG00000284808.2	0	0	0	2	0	0	0	1
ENSG00000284809.1	0	0	0	0	0	0	0	0
ENSG00000284820.1	3	5	3	4	0	2	0	1
ENSG00000284823.2	0	0	2	3	4	3	1	19
ENSG00000284825.1	0	0	2	3	4	0	3	14
ENSG00000284829.1	0	0	0	0	0	0	0	0
ENSG00000284830.1	3	9	8	0	0	7	0	1
ENSG00000284834.1	0	0	0	0	0	2	0	0
ENSG00000284837.1	0	0	0	0	0	0	0	0
ENSG00000284839.2	3	3	2	0	0	0	0	0
ENSG00000284840.1	0	0	0	0	0	0	0	0
ENSG00000284842.1	2	3	0	0	0	0	0	0
ENSG00000284844.2	0	0	0	0	0	0	0	0
ENSG00000284846.2	0	0	0	0	0	0	0	0
ENSG00000284847.1	0	0	0	0	0	0	0	0
ENSG00000284848.3	0	3	1	0	0	0	0	0
ENSG00000284858.1	0	1	0	0	0	1	0	0
ENSG00000284862.3	0	42	3	24	13	19	11	28
ENSG00000284867.1	0	0	0	0	0	0	0	0
ENSG00000284873.1	0	0	0	0	0	0	0	0
ENSG00000284874.1	44	54	26	2	25	30	1	11
ENSG00000284876.1	0	0	0	0	0	0	0	0
ENSG00000284879.1	2	41	6	13	4	22	9	9
ENSG00000284882.3	11	33	5	22	34	20	45	32
ENSG00000284883.2	1	2	0	1	0	2	1	7
ENSG00000284892.1	0	0	0	0	0	0	0	0
ENSG00000284895.1	0	0	0	0	0	0	0	0
ENSG00000284902.1	0	0	0	0	0	1	0	1
ENSG00000284906.3	0	2	1	1	0	0	0	1
ENSG00000284914.2	0	5	2	2	2	3	0	6
ENSG00000284917.1	0	0	0	0	0	0	0	0
ENSG00000284922.2	11	1	3	0	4	3	3	5
ENSG00000284928.2	11	207	25	0	3	4	1	1
ENSG00000284931.1	0	0	0	0	3	0	2	0
ENSG00000284932.1	0	2	0	0	0	3	0	0
ENSG00000284934.3	0	2	1	1	0	2	3	5
